label,X,Y,Z
tarashonkor,-0.7564526,5.9981413,5.6938734
nazrul,-2.2558606,9.242709,6.060281
toslima_nasrin,9.235178,-3.6911852,4.146534
humayun_ahmed,9.934876,11.65294,0.5578937
shirshendu,-5.076842,-0.7182541,8.450676
humayun_ahmed,10.141207,12.502925,1.0545517
humayun_ahmed,10.435979,12.181683,-0.15982689
robindronath,-2.7166162,11.982034,8.187485
shottojit_roy,-3.9262905,-0.880012,-4.1599417
humayun_ahmed,9.531552,12.0071745,-0.18188313
humayun_ahmed,10.012173,11.565188,-0.04146698
shunil_gongopaddhay,2.459311,-3.5102637,11.777026
shorotchandra,-4.562953,12.966137,8.60726
toslima_nasrin,9.157313,-3.774741,4.106279
humayun_ahmed,10.8482485,11.652454,1.3505704
tarashonkor,-0.9206519,5.7825646,6.1147285
humayun_ahmed,11.344988,11.773582,1.1677924
shunil_gongopaddhay,2.6509182,-2.8622935,12.65302
zahir_rayhan,2.7466023,4.1631823,-1.7380341
shomresh,6.5413613,-3.1445267,-1.876262
shordindu,-4.2420855,9.632261,2.709285
bongkim,-2.1285162,14.709402,-1.4629182
shunil_gongopaddhay,2.5000885,-3.1605005,12.213745
shorotchandra,-4.467953,14.289675,7.626904
toslima_nasrin,9.129432,-3.6221325,4.486811
humayun_ahmed,9.572268,11.512917,0.9637995
shorotchandra,-4.5124555,14.314856,7.6352367
humayun_ahmed,9.86657,11.589061,0.79327285
shunil_gongopaddhay,2.410353,-3.2255788,12.122658
humayun_ahmed,9.905121,12.121533,0.2154862
toslima_nasrin,9.073891,-3.5928726,4.6541452
humayun_ahmed,10.387733,11.1447315,0.057668276
shordindu,-4.3809967,9.22289,2.016875
MZI,11.509673,4.5688086,10.39054
shottojit_roy,-3.7231414,-0.9956262,-4.044566
toslima_nasrin,9.159053,-3.989725,3.8652368
robindronath,-2.2950404,12.536595,8.1238
humayun_ahmed,9.467463,11.174283,0.8151412
shomresh,6.194792,-3.2167072,-2.1241083
robindronath,-2.6876369,11.870214,7.9599395
shunil_gongopaddhay,2.5722744,-3.32525,12.702349
humayun_ahmed,10.111655,11.902881,-0.052617293
humayun_ahmed,9.955721,11.331209,0.5729932
shorotchandra,-4.771381,13.113531,9.2108965
shirshendu,-4.9459825,-0.7492506,8.336609
humayun_ahmed,9.862195,11.022182,0.7169682
humayun_ahmed,11.165451,11.5178,1.2497145
MZI,11.368971,4.5437455,10.277752
shunil_gongopaddhay,2.267566,-3.3405442,11.728717
shorotchandra,-4.496761,12.82672,8.820248
bongkim,-2.3073456,14.820275,-1.5525353
humayun_ahmed,9.940805,11.836226,-0.24228364
nazrul,-2.3538933,9.136324,5.9415755
manik_bandhopaddhay,-0.34914315,3.8401947,6.7718577
tarashonkor,-2.412091,8.488871,5.2343674
shottojit_roy,-3.352743,-0.77372944,-3.215545
shirshendu,-4.7805066,-0.5105551,8.032577
humayun_ahmed,9.927619,12.113702,0.23109077
shordindu,-4.4892564,9.096402,2.3106053
toslima_nasrin,9.026705,-3.4613066,4.6735954
shorotchandra,-4.5473976,12.992835,8.715433
humayun_ahmed,9.641696,11.986318,0.09122029
shottojit_roy,-4.1822114,-1.1901892,-3.9790463
humayun_ahmed,9.448584,11.801797,0.6651542
shunil_gongopaddhay,2.9474761,-2.6116173,13.311135
nihar_ronjon_gupta,-0.8746735,-4.281966,3.5879962
humayun_ahmed,9.859633,11.557621,0.22650835
shirshendu,-4.9713626,-0.48524278,8.150593
shorotchandra,-4.661815,13.18558,9.116006
humayun_ahmed,11.373226,11.806032,0.8824435
shottojit_roy,-3.435783,-0.8442141,-3.3245199
humayun_ahmed,10.791386,11.108015,1.511082
shunil_gongopaddhay,2.6408834,-2.6335618,12.602189
shomresh,5.7158117,-3.568279,-2.8744974
humayun_ahmed,10.8915615,11.434333,1.0077682
shorotchandra,-4.369866,12.99116,8.570959
humayun_ahmed,10.655603,11.2518,0.570524
shirshendu,-4.5128717,-1.0833914,8.209991
humayun_ahmed,10.183194,12.575441,2.133792
shorotchandra,-4.7205577,13.013663,8.550989
humayun_ahmed,10.36267,11.675238,1.2295102
shottojit_roy,-3.6889145,-0.9297274,-3.3532598
humayun_ahmed,10.239021,11.280679,-0.01489746
toslima_nasrin,9.016102,-3.761828,4.2139215
humayun_ahmed,9.916473,11.196174,0.17299825
zahir_rayhan,2.7169783,4.1494064,-1.738168
humayun_ahmed,10.2185955,11.44404,0.32257
humayun_ahmed,10.089056,12.543174,2.1320822
shomresh,6.651795,-2.5873435,-2.0641222
shunil_gongopaddhay,2.6104157,-2.7223313,12.637669
shottojit_roy,-3.864954,-1.0363886,-4.115912
humayun_ahmed,10.7001295,11.0692,1.5193385
shorotchandra,-4.717832,12.722358,8.727704
bongkim,-2.061587,14.598179,-1.4301903
shomresh,6.6714787,-2.8966527,-1.9016863
robindronath,-2.2742825,13.011327,7.423465
shorotchandra,-4.499656,14.233098,7.679098
shomresh,6.208697,-3.1199794,-1.8754486
shunil_gongopaddhay,2.9166806,-3.1389563,11.67034
humayun_ahmed,10.083937,11.310479,1.122625
toslima_nasrin,8.95432,-3.586018,4.4443893
humayun_ahmed,9.971543,11.575182,0.6686585
shorotchandra,-4.2713976,13.120802,8.8097
humayun_ahmed,10.046924,11.438272,0.4796623
tarashonkor,-2.6792302,8.4752865,5.211019
robindronath,-2.154929,12.650625,8.41037
shordindu,-4.2250776,9.662436,2.7610424
humayun_ahmed,10.389087,11.384049,0.51388144
shirshendu,-5.059519,-0.70966154,8.402985
bongkim,-2.0040934,14.5630455,-1.4162239
humayun_ahmed,9.534379,11.573592,0.34970644
shunil_gongopaddhay,2.538245,-3.317626,11.6018
shorotchandra,-4.9169254,12.44464,8.492603
shirshendu,-4.6775637,-0.42654347,7.911838
humayun_ahmed,9.527936,11.365412,-0.12180469
toslima_nasrin,9.341101,0.347102,6.7172737
robindronath,-2.0299413,10.33912,7.001511
shomresh,6.460666,-3.1631415,-2.0057638
manik_bandhopaddhay,-0.62923557,4.415873,6.7582765
MZI,11.782716,4.403624,9.395575
shordindu,-4.80431,8.988125,2.033532
humayun_ahmed,9.741731,12.046151,1.012377
tarashonkor,-0.91402084,5.753534,6.149541
shottojit_roy,-4.0486474,-0.9906204,-3.5938356
shunil_gongopaddhay,2.4974415,-3.3095043,11.6373
robindronath,-2.0191402,13.181594,7.583695
humayun_ahmed,9.6963415,12.095956,0.26451942
shorotchandra,-3.8393238,12.947508,8.604126
tarashonkor,-0.34092516,8.130784,4.2223234
shomresh,5.6414347,-3.4388638,-2.924836
humayun_ahmed,9.568939,11.547987,0.3697411
MZI,11.4331455,4.597966,10.451064
robindronath,-2.9030404,12.107896,7.9613748
shordindu,-4.8087206,8.9465065,2.0085194
shorotchandra,-4.5198736,13.226001,9.027727
shunil_gongopaddhay,2.6610076,-2.9095051,14.108884
manik_bandhopaddhay,-0.6673659,4.2501535,6.83306
humayun_ahmed,9.628259,11.24206,-0.1953657
MZI,10.917549,4.071576,8.78838
humayun_ahmed,11.634201,11.910719,0.9510567
nazrul,-2.0941932,9.6105795,6.4599967
shomresh,6.0186515,-2.4492645,-2.5582373
shorotchandra,-4.69466,12.956964,8.627999
nihar_ronjon_gupta,-0.620107,-4.2130337,3.3330848
shirshendu,-5.080117,-1.0163646,8.3206835
robindronath,-2.0655837,13.121744,7.617639
humayun_ahmed,10.226546,12.117861,-0.13572848
MZI,11.834557,4.4594336,9.432197
MZI,11.717865,4.474528,10.225314
manik_bandhopaddhay,-0.70432967,4.164793,6.915869
bongkim,-2.0355399,14.760899,-1.6269118
humayun_ahmed,9.797083,11.368172,0.53945404
humayun_ahmed,10.26746,10.927781,0.4375077
shunil_gongopaddhay,3.0138516,-2.717486,13.392791
zahir_rayhan,2.2091932,3.826608,-1.5184532
tarashonkor,-2.715031,8.445023,5.200466
humayun_ahmed,9.669874,12.064541,0.26630694
shunil_gongopaddhay,2.3075159,-3.419799,11.739249
shomresh,5.822535,-2.566333,-2.4071724
humayun_ahmed,9.483645,11.465055,0.022693684
humayun_ahmed,10.268094,11.709528,-0.008935569
nihar_ronjon_gupta,-0.65095484,-4.231655,3.3130558
shirshendu,-4.8621397,-0.53940725,8.167857
bongkim,-2.2424166,14.837822,-1.55796
shunil_gongopaddhay,2.7988775,-2.7035487,13.182278
tarashonkor,-2.7173796,8.406669,5.22338
shottojit_roy,-3.5961587,-0.8961405,-3.2811377
MZI,11.895299,4.2546897,9.495915
humayun_ahmed,10.71221,11.327064,1.3048135
shorotchandra,-4.1939807,12.9216585,8.734733
shunil_gongopaddhay,3.0068328,-2.6595664,13.219364
MZI,11.671874,4.3648624,9.591863
shorotchandra,-5.077696,13.651981,8.70172
shirshendu,-4.640769,-0.68771094,8.150382
humayun_ahmed,10.446788,11.36627,-0.056090932
shunil_gongopaddhay,2.7324922,-2.8886988,14.092703
shottojit_roy,-3.7026377,-0.92343414,-3.8900387
humayun_ahmed,10.272719,11.199527,0.16734074
robindronath,-2.0352376,10.231219,6.95139
manik_bandhopaddhay,-0.78040224,4.294916,6.7813845
shirshendu,-4.523317,-0.76520455,8.1669445
toslima_nasrin,9.070577,-3.956702,3.8871794
humayun_ahmed,10.068227,11.750394,-0.26580235
shunil_gongopaddhay,2.399408,-3.3193173,11.798007
shorotchandra,-4.4585304,13.167285,8.627461
robindronath,-2.2899544,12.241212,8.469564
bongkim,-1.984647,14.7423315,-1.5900874
humayun_ahmed,9.54332,10.935466,0.456594
shordindu,-4.270993,9.618425,2.722105
humayun_ahmed,9.432022,11.501202,0.25533527
MZI,11.525345,4.404871,9.978393
shirshendu,-4.9434342,-0.7353944,8.315671
shomresh,6.347297,-3.0040681,-2.7618384
shomresh,6.7736597,-3.2226443,-1.9818584
humayun_ahmed,9.907357,11.255282,0.9072952
nihar_ronjon_gupta,-0.66294795,-4.1167383,3.3987012
shottojit_roy,-4.232491,-1.232017,-3.8365846
tarashonkor,-0.76882225,5.5300293,6.2464056
bongkim,-2.4638689,14.813407,-1.4065357
shomresh,6.756613,-2.879026,-2.1333656
shirshendu,-4.6937733,-1.3267431,8.471131
bongkim,-2.020176,14.561084,-1.4339536
robindronath,-2.4320128,12.534743,8.043695
shomresh,6.88438,-2.9373057,-2.1236308
humayun_ahmed,9.903561,12.141821,0.25938085
humayun_ahmed,10.197981,12.52496,2.0490391
shunil_gongopaddhay,2.3794527,-3.5103989,12.133987
shomresh,5.8728642,-2.5647259,-2.286889
humayun_ahmed,11.147666,11.710755,0.56305563
humayun_ahmed,9.769481,11.368684,0.669013
shorotchandra,-4.277555,12.863031,8.650365
MZI,11.427897,4.4258575,9.434068
shordindu,-4.536627,9.264144,2.2099385
shomresh,6.260684,-2.852817,-2.5208805
robindronath,-2.0721722,10.263904,6.9639955
tarashonkor,-2.173049,8.755982,5.2146616
humayun_ahmed,11.703574,11.81123,1.0737243
manik_bandhopaddhay,0.3046745,4.641556,6.705743
shirshendu,-4.653456,-0.41522154,7.960031
shunil_gongopaddhay,2.358628,-3.5440218,11.841684
shomresh,5.8274345,-2.5428271,-2.3124187
robindronath,-2.5407672,12.374801,7.862011
humayun_ahmed,9.334736,11.805186,0.48397025
tarashonkor,-0.81259716,5.701748,6.1246986
humayun_ahmed,9.938236,11.462896,0.1538446
shorotchandra,-4.819078,12.452814,8.528735
shunil_gongopaddhay,2.4279928,-3.284788,11.868528
zahir_rayhan,2.7402995,4.169453,-1.7535148
shorotchandra,-4.4368677,14.242585,7.6736917
humayun_ahmed,10.027043,12.146935,0.69236314
tarashonkor,-0.69332165,7.9166565,4.5124955
humayun_ahmed,10.086265,12.490117,2.0790627
humayun_ahmed,10.11939,12.539704,2.0758407
shunil_gongopaddhay,2.6248577,-3.0943553,12.167772
humayun_ahmed,10.1626835,11.295575,0.37327433
shottojit_roy,-4.169508,-1.0115315,-3.501949
robindronath,-2.1834612,10.507461,7.150865
humayun_ahmed,9.607004,11.734815,0.9092705
bongkim,-2.240477,14.77976,-1.4772136
humayun_ahmed,10.331467,11.597972,-0.06352084
humayun_ahmed,9.951897,11.088754,0.65368915
shorotchandra,-4.242177,12.91134,9.077353
humayun_ahmed,9.999904,12.442332,0.77844816
shunil_gongopaddhay,2.9745464,-3.040265,11.8556385
toslima_nasrin,9.138669,-3.7128758,4.4069386
humayun_ahmed,9.9703665,11.567334,-0.01881373
shirshendu,-4.859311,-1.0164299,8.134291
humayun_ahmed,9.839373,11.919965,0.4719424
tarashonkor,-2.3138897,8.738553,5.0238595
robindronath,-2.0927732,13.064795,7.6963673
robindronath,-2.459145,12.341673,7.912308
shomresh,6.4436617,-3.1878824,-1.8877637
humayun_ahmed,10.587355,11.361933,1.1874557
shorotchandra,-4.385526,12.965656,9.001071
shunil_gongopaddhay,2.7163458,-2.3249428,12.058297
humayun_ahmed,11.400203,11.53687,1.2742709
shottojit_roy,-4.0012517,-1.0521545,-3.7797258
manik_bandhopaddhay,-0.7068137,4.1768484,6.9116926
robindronath,-2.017766,10.383406,7.018437
shunil_gongopaddhay,2.5798478,-3.0746908,14.047711
humayun_ahmed,9.795252,11.807795,0.55924785
tarashonkor,-0.82463956,5.636685,6.190782
toslima_nasrin,9.428739,0.40501234,6.643844
nihar_ronjon_gupta,-0.587354,-4.1612535,3.2701824
humayun_ahmed,10.9082575,12.234712,1.0648667
nazrul,-2.3411276,9.129398,5.9316225
shordindu,-4.1738973,9.68925,2.78118
shomresh,6.236983,-3.152806,-1.7909979
shorotchandra,-4.48166,13.021585,8.678496
shunil_gongopaddhay,2.8746839,-3.922408,12.524731
MZI,11.942771,4.1678514,9.330152
humayun_ahmed,9.761501,11.882107,0.47614598
tarashonkor,-2.1610634,8.049627,5.358878
shirshendu,-4.7311893,-0.6403303,8.43982
humayun_ahmed,9.576775,11.923539,0.7767744
shunil_gongopaddhay,2.9603539,-3.124444,11.631036
robindronath,-2.1991086,13.026952,7.5413446
humayun_ahmed,9.508163,11.221741,-0.046005506
shorotchandra,-4.438421,13.0638685,9.191164
nihar_ronjon_gupta,-0.7051599,-4.1304965,3.480771
humayun_ahmed,10.464633,11.359135,0.15666123
shomresh,5.863814,-2.778642,-2.55652
toslima_nasrin,9.176481,-3.9224765,3.9046764
humayun_ahmed,9.796463,11.253208,0.7440646
shirshendu,-4.763843,-0.8284005,8.514199
bongkim,-2.321209,14.721022,-1.4155729
humayun_ahmed,9.683689,11.03592,0.014263866
tarashonkor,-2.7304866,8.469373,5.167935
shottojit_roy,-4.2064962,-1.1372231,-3.7493684
shirshendu,-4.640516,-0.6492654,8.215245
humayun_ahmed,9.676396,12.1057005,0.7150313
shunil_gongopaddhay,2.608211,-3.1059666,13.748968
humayun_ahmed,10.175072,10.918317,0.4957084
humayun_ahmed,9.928158,12.118908,0.33424473
shunil_gongopaddhay,2.7425818,-3.2967913,11.819335
humayun_ahmed,11.586989,11.754549,1.1662704
robindronath,-2.2785387,12.704497,8.192601
shomresh,6.137436,-2.5759504,-2.6146932
shorotchandra,-4.8648868,12.937805,9.124558
shunil_gongopaddhay,2.3904562,-3.222425,11.959543
humayun_ahmed,10.452361,11.995641,0.28236187
toslima_nasrin,9.389289,0.3673887,6.6967983
humayun_ahmed,9.900112,12.040272,0.12768978
shorotchandra,-4.4736557,13.151725,8.50257
humayun_ahmed,10.077886,11.650092,0.2919224
shomresh,5.917926,-2.3740976,-2.4069245
tarashonkor,-2.5341215,8.431644,5.0970836
shorotchandra,-4.7636886,12.484231,8.496887
humayun_ahmed,10.027864,12.416727,2.1003761
shunil_gongopaddhay,2.682157,-2.3129013,12.165573
shunil_gongopaddhay,2.3675172,-3.5322766,11.9841795
zahir_rayhan,2.7390032,4.15824,-1.7433059
humayun_ahmed,11.780812,11.837867,1.1529968
shirshendu,-4.7703004,-0.6673509,7.965545
robindronath,-2.093401,10.201562,6.9155836
nihar_ronjon_gupta,-0.5731592,-4.1784067,3.292414
shottojit_roy,-3.9442313,-0.8612754,-4.190148
shunil_gongopaddhay,2.86534,-2.7047617,14.158082
humayun_ahmed,10.154644,11.406944,1.1126788
shomresh,6.8427987,-2.863184,-2.086665
MZI,11.49915,4.352671,10.097856
humayun_ahmed,10.761802,11.96528,0.008905687
bongkim,-1.9915578,14.626019,-1.5042505
tarashonkor,-2.6439314,8.427766,5.249471
shordindu,-4.775819,8.941261,1.5468689
shunil_gongopaddhay,2.3697665,-3.1091247,11.93538
humayun_ahmed,11.164814,11.437149,1.2726765
shomresh,6.3768897,-3.032357,-2.7632496
toslima_nasrin,8.9556265,-3.7149687,4.339433
shomresh,6.4218345,-3.0054824,-2.1514452
humayun_ahmed,10.261084,11.443495,-0.0654743
shorotchandra,-4.9528656,12.423402,8.474651
MZI,11.406352,4.2185845,9.149854
zahir_rayhan,2.7155955,4.1427903,-1.7327821
MZI,11.446779,4.592983,10.35629
humayun_ahmed,9.643073,11.631705,0.008287712
shorotchandra,-4.667417,12.738591,8.804867
humayun_ahmed,10.042248,12.180469,0.86769915
shirshendu,-5.0583982,-1.2348387,8.127872
robindronath,-2.7455373,12.282621,7.692105
shorotchandra,-4.30787,12.855311,9.09979
MZI,11.518028,4.2768607,10.188184
shunil_gongopaddhay,2.6812375,-2.7905672,12.6727085
humayun_ahmed,10.416093,11.835362,0.5498348
toslima_nasrin,9.214516,-3.8386393,3.9410641
humayun_ahmed,9.628645,11.172656,0.24216907
tarashonkor,-2.277191,8.686572,5.2642703
shomresh,5.7528057,-3.4659681,-2.7947736
manik_bandhopaddhay,-0.3938656,4.870164,6.5456905
shorotchandra,-5.0797334,13.612629,8.682612
shunil_gongopaddhay,2.433654,-3.5176742,11.760888
humayun_ahmed,10.558201,11.847952,-0.00029222248
shomresh,6.4366035,-3.2610495,-2.3597763
humayun_ahmed,9.9312525,11.238341,0.58228695
shunil_gongopaddhay,2.8739998,-3.2197914,11.624389
toslima_nasrin,9.219234,-3.788436,4.0665913
shottojit_roy,-3.4080036,-0.83295023,-3.6837616
MZI,10.973544,4.1254997,8.849586
shorotchandra,-4.5953083,12.8476715,8.763816
shunil_gongopaddhay,2.651811,-2.7749484,12.61533
shirshendu,-4.832226,-0.91048896,8.498903
shordindu,-4.6761875,9.0701065,1.1919025
toslima_nasrin,8.737094,0.2993626,6.0665717
tarashonkor,-2.5173275,8.435212,5.428554
shomresh,6.04377,-2.4809613,-2.1277041
humayun_ahmed,9.7824135,12.080522,0.4994434
shunil_gongopaddhay,2.9670355,-3.1120164,11.6348715
humayun_ahmed,9.855216,12.39214,0.90359885
shunil_gongopaddhay,2.4669812,-3.4860182,11.845718
nazrul,-2.2802265,9.253722,6.0477986
humayun_ahmed,9.9914665,12.176791,-0.16302495
robindronath,-2.5544136,11.952142,8.145031
robindronath,-2.6002667,12.085038,8.092809
shunil_gongopaddhay,2.6403522,-3.1206825,12.713124
shomresh,5.410184,-2.252938,-2.0284808
humayun_ahmed,11.458463,11.908982,0.6887376
nihar_ronjon_gupta,-0.663046,-4.1353364,3.3647153
humayun_ahmed,10.209543,12.287318,1.6038865
toslima_nasrin,9.18969,-3.5494728,4.677513
shunil_gongopaddhay,2.429072,-3.3499012,12.008877
humayun_ahmed,10.074054,12.328704,0.60433334
robindronath,-2.2424705,12.099888,8.344043
shorotchandra,-4.82121,12.704891,8.66391
manik_bandhopaddhay,-0.7476096,4.242893,6.9041224
shordindu,-4.565765,9.059206,2.2191222
shorotchandra,-4.874301,12.488938,8.480498
tarashonkor,-0.8589206,5.648686,6.189824
bongkim,-1.8740778,14.418264,-1.3439732
MZI,11.368223,4.347272,9.300203
shirshendu,-4.9237785,-1.2827095,8.021465
shorotchandra,-4.918318,12.414548,8.487328
shunil_gongopaddhay,3.0440505,-3.0734994,11.652167
humayun_ahmed,9.156763,11.920389,1.5191829
shomresh,6.543836,-3.095514,-1.8977097
humayun_ahmed,10.492968,11.969382,-0.20433629
MZI,12.023489,4.321183,9.374354
shunil_gongopaddhay,2.659916,-2.4833684,12.564003
shorotchandra,-4.878929,13.07472,9.253752
humayun_ahmed,11.22903,11.452819,1.3736414
toslima_nasrin,9.380175,0.35821015,6.678681
humayun_ahmed,9.542462,11.942075,0.7343398
humayun_ahmed,9.854422,11.194979,0.2832986
shunil_gongopaddhay,2.626193,-3.5089798,12.342494
humayun_ahmed,9.413863,11.810452,0.28143996
shordindu,-4.285964,9.604401,2.7741222
robindronath,-2.7260764,11.910735,8.142545
humayun_ahmed,11.726107,11.729124,1.0711496
shottojit_roy,-3.3385692,-0.77250373,-3.6182637
shirshendu,-4.633433,-0.73934114,8.48424
MZI,11.458042,4.4290423,10.192314
humayun_ahmed,9.51449,12.019551,0.8627911
nazrul,-1.9774181,9.626496,6.580067
shomresh,6.372211,-3.0123913,-2.7547054
toslima_nasrin,9.149512,-3.6313255,4.3307943
shunil_gongopaddhay,2.391275,-3.467731,11.76336
robindronath,-2.8224852,11.904971,8.002524
manik_bandhopaddhay,-0.57929,4.4176764,6.7624617
humayun_ahmed,9.999117,12.177094,-0.2107227
shottojit_roy,-4.223533,-1.2786186,-3.823399
shordindu,-4.4184833,8.953481,1.9402297
shomresh,6.628914,-2.981953,-2.0132558
shunil_gongopaddhay,2.9869757,-2.619534,13.598359
humayun_ahmed,10.009337,11.978201,0.9855526
shirshendu,-4.532724,-0.7690268,8.062665
humayun_ahmed,10.44996,11.913382,-0.28684962
MZI,11.489636,4.424548,10.141127
humayun_ahmed,9.391927,12.242591,0.65515906
tarashonkor,-2.6730864,8.406473,5.263504
shunil_gongopaddhay,2.7853224,-2.8052728,14.286826
shorotchandra,-4.46462,14.275997,7.653192
shomresh,5.986747,-2.463271,-2.2306378
robindronath,-2.577322,12.110941,7.8343787
humayun_ahmed,9.435249,11.556033,0.09534096
shunil_gongopaddhay,2.6863742,-3.0457482,12.087814
shunil_gongopaddhay,2.5573587,-3.0555615,13.048188
humayun_ahmed,10.556951,11.797148,0.14481214
shirshendu,-4.9872723,-1.3343456,8.078488
shorotchandra,-4.290053,12.911577,9.100485
shordindu,-4.3100667,9.5163555,2.6374831
humayun_ahmed,10.363678,11.813941,0.11130544
nazrul,-1.9066358,9.697979,6.6755795
shunil_gongopaddhay,2.6820116,-2.7444756,13.104746
shottojit_roy,-4.217755,-1.220111,-3.6838984
MZI,11.953955,4.234136,9.467544
humayun_ahmed,10.473364,12.126626,-0.017656265
robindronath,-2.7928364,11.870381,7.7898126
shunil_gongopaddhay,2.8075588,-2.9758215,12.421356
humayun_ahmed,11.433416,11.537391,1.3313484
humayun_ahmed,11.566318,11.72859,0.98586506
humayun_ahmed,9.568419,11.712395,0.28422534
shunil_gongopaddhay,2.738892,-2.7857172,12.611593
shordindu,-4.705962,8.958066,1.9781027
MZI,11.932988,4.8072453,9.361019
shorotchandra,-4.4482102,14.222307,7.684245
shomresh,5.6796927,-3.4708989,-2.770876
manik_bandhopaddhay,0.32890517,4.638092,6.693923
toslima_nasrin,9.305848,-3.765898,4.0186353
shomresh,5.8788943,-2.488445,-2.4218452
shunil_gongopaddhay,2.4197059,-3.4607587,11.793515
shorotchandra,-4.8758125,12.528704,8.565482
tarashonkor,-0.7142647,7.89239,4.532035
nihar_ronjon_gupta,-0.7295926,-4.073346,3.514809
toslima_nasrin,9.063914,-3.9857378,3.9061866
shorotchandra,-4.619205,12.792765,8.585696
MZI,12.550531,5.0253863,9.893637
shunil_gongopaddhay,2.3726408,-3.07298,12.029644
shordindu,-4.908932,8.958892,1.5058659
robindronath,-2.9228504,12.140433,8.085436
humayun_ahmed,11.579873,11.643302,0.93890923
humayun_ahmed,10.267928,11.049891,0.25409207
MZI,10.995082,4.115073,8.868508
shottojit_roy,-4.060357,-1.12331,-3.7349994
humayun_ahmed,10.396166,11.35515,0.471288
shomresh,6.363522,-3.0775714,-2.733768
humayun_ahmed,9.802987,12.032074,0.017577253
shorotchandra,-4.23064,13.032269,8.748221
shirshendu,-4.544324,-1.0520751,8.380477
shunil_gongopaddhay,2.9555635,-3.1614046,11.679134
robindronath,-2.0280252,10.302994,6.976541
shomresh,5.690342,-3.2580163,-2.7749496
shunil_gongopaddhay,2.6698043,-2.6262639,12.822151
shirshendu,-4.9688163,-0.7870067,8.427829
shomresh,6.427504,-3.4001508,-1.9287614
toslima_nasrin,9.184337,-3.605664,4.537896
bongkim,-2.3424754,14.833205,-1.4786633
humayun_ahmed,9.783578,11.845711,0.21007773
shorotchandra,-4.649812,12.804374,8.641629
robindronath,-2.2872155,12.38337,8.596418
bongkim,-2.118259,14.786772,-1.6078285
humayun_ahmed,10.179512,12.529265,2.046999
MZI,11.612747,4.6465254,10.44571
humayun_ahmed,9.987561,12.052856,1.5883933
humayun_ahmed,9.861885,11.989132,-0.20061761
toslima_nasrin,9.129041,-3.4149318,4.827086
toslima_nasrin,9.042207,-3.7283878,4.248168
shorotchandra,-4.7157607,12.605192,8.651184
humayun_ahmed,10.503394,11.648358,0.11302462
shunil_gongopaddhay,2.5932782,-2.7069314,12.570873
humayun_ahmed,10.236142,12.5184555,0.7548442
zahir_rayhan,2.757719,4.1675096,-1.7604426
manik_bandhopaddhay,-0.3264301,3.8167613,6.754954
tarashonkor,-2.5137436,8.338496,5.3378687
shomresh,6.168806,-3.0576105,-2.4987154
humayun_ahmed,9.903787,12.126807,0.43321466
shottojit_roy,-3.5068402,-0.8580377,-3.8639445
shunil_gongopaddhay,3.1020465,-2.584685,13.369701
shirshendu,-4.5446167,-1.4190941,8.29162
manik_bandhopaddhay,-0.67203367,4.367963,6.767295
humayun_ahmed,10.340373,12.231217,1.497104
shordindu,-4.5316277,9.010223,1.9534146
nihar_ronjon_gupta,-0.6303001,-4.1650567,3.354628
shirshendu,-4.924335,-1.1276599,8.076134
humayun_ahmed,11.581149,11.795309,0.8995462
humayun_ahmed,9.713634,11.379088,0.79341686
robindronath,-3.0757937,12.358683,8.020154
shorotchandra,-4.7578607,13.057542,8.538363
shottojit_roy,-3.3898191,-0.8217943,-3.6873105
humayun_ahmed,9.706987,11.970005,0.75304323
shordindu,-4.255626,9.631448,2.7361712
humayun_ahmed,9.101326,11.952785,0.21143124
humayun_ahmed,11.244049,11.938702,0.69899327
shunil_gongopaddhay,2.72334,-2.942261,12.688665
robindronath,-2.8237267,12.175452,8.13326
humayun_ahmed,10.024346,11.997238,-0.1983974
humayun_ahmed,11.392393,12.055785,1.0661004
MZI,11.531952,4.2411733,10.125213
tarashonkor,-0.8524094,5.6607056,6.1832385
zahir_rayhan,2.200096,3.8220036,-1.5096756
shordindu,-4.533727,9.241928,2.2290666
humayun_ahmed,9.514503,11.478888,-0.23905386
shorotchandra,-4.2854753,12.932433,9.044787
shomresh,5.9332156,-2.5982034,-2.2681146
humayun_ahmed,9.991082,11.940122,0.29222426
MZI,11.495516,4.284966,10.144549
MZI,11.594372,4.620579,10.424885
shunil_gongopaddhay,2.6137698,-2.7740102,12.782303
shunil_gongopaddhay,3.1863558,-2.719555,11.97298
shomresh,6.039027,-2.4653087,-2.2934592
robindronath,-2.5387056,11.884248,7.884632
humayun_ahmed,10.01327,12.106244,-0.21808115
nihar_ronjon_gupta,-0.70830625,-4.1931605,3.4545722
shordindu,-4.757624,8.961365,1.9727921
shirshendu,-4.6599493,-0.37316757,8.125784
humayun_ahmed,10.852773,11.462315,0.9847204
shomresh,5.8601813,-3.268936,-2.640735
shorotchandra,-4.540775,13.068288,8.473821
nazrul,-2.091941,9.595563,6.4599814
shunil_gongopaddhay,2.654947,-2.3289158,12.197669
shottojit_roy,-4.175134,-1.040854,-3.6096992
tarashonkor,-0.7059659,7.9054084,4.526282
shomresh,6.7778206,-2.8944707,-2.0598543
MZI,10.965687,4.1166096,8.8387165
shirshendu,-4.703228,-0.79139036,8.548562
humayun_ahmed,10.526479,11.829777,-0.27152845
bongkim,-2.1945298,14.82902,-1.6027651
shomresh,6.2964582,-3.0944722,-1.9440649
